#{"t_start": 1700928060.1566048, "env_id": "None"}
r,l,t
2421.116006,1001,6.133437
2591.92914,1001,11.194474
3277.503504,1001,16.694595
2819.162855,1001,22.281671
2495.694923,1001,27.23024
2988.935116,1001,32.974168
3951.881081,1001,39.29546
3201.087373,1001,44.706109
3052.95907,1001,49.838934
3583.705353,1001,55.035613
2992.185682,894,80.734502
2268.088151,721,101.245231
297.110613,104,104.591633
1087.115337,440,117.161024
263.702759,90,120.191926
592.280753,244,127.343799
121.360916,45,129.079343
93.251137,31,130.476604
288.16377,126,134.612545
295.449463,130,138.929001
94.174682,52,140.90771
253.841136,73,143.49487
308.303261,136,147.981832
220.86776,61,150.198536
201.315133,124,154.197404
281.888234,154,159.185341
245.16394,77,161.958445
327.080295,103,165.452005
76.25419,38,166.987031
170.514354,83,169.790535
519.232427,248,177.200122
1241.646831,357,187.658196
1185.592734,325,197.312317
578.403248,222,203.930301
1423.962714,410,215.866973
651.256479,340,226.549933
688.518245,250,233.979669
245.791123,192,239.834195
583.55595,194,245.715852
427.89308,218,252.465807
283.492911,60,254.670918
2008.947269,908,280.421479
672.328421,251,287.975905
199.637624,123,292.058245
3165.717562,727,313.03519
1301.147369,350,323.828297
624.552505,253,331.672367
176.357769,107,335.166851
1697.921884,457,348.340359
430.743152,142,352.800437
316.214132,164,357.997802
1788.804326,451,371.22615
693.620826,283,379.738904
428.598864,129,383.774694
896.4511,361,394.147188
823.06856,337,404.053443
203.112019,89,407.132217
280.570663,70,409.607872
661.595732,208,415.932441
337.251642,109,419.635503
343.0894,103,423.005901
405.314548,164,428.023848
394.535725,191,433.866423
1278.176843,464,447.05195
1204.069555,324,456.537767
682.304217,214,462.932116
279.442313,87,465.872645
80.614809,29,467.160022
90.228633,48,468.954228
246.030218,108,472.520569
386.793573,109,476.018191
678.355936,275,484.180056
818.982722,327,493.820239
1134.177143,316,503.106372
114.679738,56,505.197541
2557.112284,802,528.259935
872.012719,267,536.324352
996.464764,216,542.827245
1186.051492,228,549.616096
783.942299,148,554.265121
174.581692,44,556.012895
268.572724,61,558.199161
486.27581,130,562.361678
308.667474,114,565.998099
62.238066,18,567.013639
162.572858,58,569.169897
301.796408,83,572.034485
688.05429,249,579.37462
501.377212,190,585.105818
1929.173419,882,610.328825
194.245595,56,612.357452
269.728072,71,614.856907
623.966163,259,622.782735
172.994361,129,626.959563
390.780352,193,633.845646
671.96182,328,645.845766
210.110362,67,648.287338
83.88367,24,649.535241
139.671186,89,652.487134
113.540949,59,654.664315
366.270527,178,660.282949
237.382143,130,664.600125
1112.539096,311,675.501973
227.876977,100,679.329738
737.709565,368,691.977949
713.828269,411,706.130142
708.214293,406,719.850451
265.415302,141,725.031604
309.136966,202,732.196444
275.895128,176,738.447731
295.55039,299,748.783107
354.80505,181,755.189021
1009.834351,497,771.684913
221.475262,103,775.571522
451.336398,261,784.51262
740.839482,255,793.241282
611.344504,230,801.374539
538.972027,146,806.743187
511.940929,288,816.678746
402.530174,107,820.716947
660.445741,331,831.945899
3168.974582,900,862.00055
281.413409,154,867.666477
309.761193,163,873.480937
526.800542,252,882.235528
914.621223,413,896.362829
1370.285779,718,920.301789
444.283732,174,926.448385
212.391346,74,929.438363
1176.467905,587,949.057908
1450.521382,396,962.417269
328.627735,108,966.574151
566.956615,292,976.626273
1387.029058,561,995.477867
2593.865713,1001,1028.638204
59.627545,24,1029.990586
905.746058,331,1040.549351
486.593057,213,1046.927254
2725.766853,1001,1075.336481
1364.559648,332,1085.264405
76.916424,18,1086.292495
866.129281,359,1096.590954
3665.534468,875,1121.858708
471.916444,135,1126.025408
722.317642,351,1136.342005
547.051362,179,1141.75866
1826.016733,512,1156.457357
439.994093,236,1163.610231
2568.071526,1001,1191.77498
875.764156,189,1197.59487
580.818381,144,1202.079623
1232.454561,244,1209.263866
2336.099636,1001,1240.600037
1128.790879,443,1253.860684
526.669924,202,1260.234101
937.901163,195,1266.136643
565.677066,88,1269.070764
