#{"t_start": 1701179831.658994, "env_id": "None"}
r,l,t
2639.040822,367,2.541204
7599.055238,1001,7.310126
7781.698862,1001,12.308768
7386.725409,1001,17.012806
2270.802945,330,19.080355
7687.550199,1001,24.483942
8080.744085,1001,29.197469
2233.039069,309,30.956317
7272.198903,1001,35.959259
3994.860775,498,38.562767
7851.415475,1001,43.490665
7514.072397,977,48.291863
7022.540502,1001,2413.009413
3883.490289,457,2428.491957
446.099818,87,2431.390596
3426.488921,435,2444.861635
1630.607226,211,2452.739326
764.890537,116,2457.487639
292.87993,63,2460.624349
1007.597371,172,2470.003806
1397.619273,202,2477.547631
5859.574622,753,2502.171327
589.593028,141,2507.122064
97.446928,18,2508.173254
1084.648765,195,2514.495391
91.711765,17,2515.499305
354.374432,71,2518.000515
262.582293,55,2520.151808
314.021644,86,2523.08396
2357.258727,313,2533.097141
290.547736,56,2535.458863
308.508186,66,2537.899564
346.227466,78,2540.834713
610.522751,98,2544.299472
1156.248675,181,2550.41784
987.428098,164,2555.932627
2414.877203,362,2567.423205
883.008312,164,2572.74002
258.186248,61,2574.968213
4039.181008,479,2589.623069
535.951429,76,2592.479615
240.578091,51,2594.575403
183.293484,32,2596.118279
311.282284,63,2598.474326
976.948848,175,2604.254547
1610.950831,231,2612.520689
374.491541,57,2614.814514
2455.340429,310,2624.857702
354.70466,72,2627.738997
1918.524854,287,2636.544454
1083.448428,240,2644.314471
1513.115553,296,2653.015236
4121.490548,569,2670.717079
1646.308986,308,2680.165405
6889.671529,1001,2712.825154
3336.926944,461,2727.161859
1672.167345,273,2735.865448
2056.828825,283,2745.618759
7065.60575,1001,2776.548472
3551.331928,477,2792.670444
5733.225306,733,2817.728442
3206.55334,407,2831.020266
1694.878206,271,2840.247684
751.10023,116,2843.985897
1027.772182,173,2849.65464
2795.5398,336,2860.505697
4047.370461,483,2875.671308
352.322178,48,2877.497425
734.098122,134,2881.949769
1131.172601,183,2888.52452
4907.307002,521,2904.292403
1563.113734,228,2912.329913
492.313683,74,2915.909182
342.18395,74,2918.638877
4152.906641,474,2933.993419
361.620132,82,2937.439205
246.590269,46,2939.879679
296.328454,47,2941.936716
4001.132698,472,2956.72061
768.914098,112,2960.478059
6095.250217,752,2986.825911
5749.262775,611,3008.728925
2157.220993,290,3017.77382
333.888819,50,3019.929096
1291.291858,173,3026.487667
811.440239,111,3030.380229
228.016906,47,3032.226826
4773.526491,547,3049.934264
485.524716,69,3052.761864
608.75961,102,3056.37469
2887.035935,353,3067.567611
7632.301625,1001,3100.003124
1654.196107,242,3108.204014
3109.548545,362,3120.565565
2159.60801,273,3130.963689
7547.647684,1001,3165.255993
599.782752,96,3169.935012
3872.104977,536,3188.257836
302.452428,58,3191.047573
353.601719,68,3193.778275
343.826119,59,3196.248947
109.058962,26,3197.598247
2169.880103,325,3209.146377
985.551236,227,3216.822852
3604.510867,444,3230.509817
2809.32278,387,3242.342894
918.173265,120,3246.377919
862.632455,177,3252.037751
3506.180911,437,3265.941865
292.89457,73,3268.810195
5370.873928,654,3290.080647
5131.337758,613,3308.353864
421.22043,78,3311.485586
209.955491,45,3313.764277
3061.307357,410,3327.110768
2388.919551,322,3337.379018
258.73338,60,3339.699812
4130.246947,521,3355.779966
283.944889,67,3358.116358
132.132489,19,3359.147508
184.938221,33,3360.6039
369.519645,87,3363.447303
399.674765,85,3366.313919
302.461936,71,3368.718217
1572.34578,277,3377.118773
170.271057,64,3379.79777
834.117352,134,3384.326663
456.371182,96,3387.86435
232.57355,65,3390.448041
794.756631,163,3395.980326
375.70308,64,3398.555883
216.530141,49,3400.632335
234.19611,46,3402.612591
720.65613,134,3407.421732
565.262784,116,3411.36096
2030.780831,294,3420.995357
273.941511,56,3423.208541
288.45325,56,3425.352751
497.192544,100,3428.690963
591.50495,113,3432.592587
1638.571359,257,3441.761006
1243.921164,201,3448.910233
1070.620747,202,3456.168835
505.978692,100,3460.132431
3385.96696,481,3476.066977
5066.829447,774,3505.113976
5585.257295,1001,3537.240673
1664.682168,289,3547.138567
4607.164583,698,3571.410876
2592.073979,414,3585.25489
5030.695544,721,3610.106935
5210.084669,635,3632.647673
5718.729814,1001,3670.66839
712.560253,123,3676.347053
2569.861941,363,3688.920884
6875.186748,1001,3726.461719
3186.496179,431,3744.921387
6917.151238,945,3780.495225
1971.315643,296,3794.920358
663.368853,132,3801.318915
1325.055295,191,3809.721798
2380.758084,308,3825.887488
683.105816,109,3831.654436
2129.30562,292,3845.605288
5353.224133,745,3876.867776
528.637915,89,3880.282643
1704.907591,301,3889.933096
3239.404783,444,3904.535363
5339.297923,614,3922.557168
1724.226591,230,3929.500636
2957.618547,444,3942.175699
1923.922371,328,3952.08222
832.665704,200,3957.982201
1570.937439,278,3966.021581
239.507002,48,3967.857697
4573.911846,663,3986.928697
2929.926833,461,4000.228437
856.401766,161,4005.009626
221.098131,56,4007.182746
814.014208,169,4012.261726
362.864419,132,4017.328367
3877.068139,533,4032.719065
1835.259776,324,4041.804628
2743.793988,396,4052.753357
5858.060099,1001,4080.194369
6597.100929,1001,4107.62021
915.634239,162,4112.506121
522.346032,94,4115.469866
333.0294,55,4117.417658
3052.183891,419,4130.049565
1753.912604,284,4138.488155
381.283771,105,4141.881315
421.986922,114,4145.508165
3472.938788,476,4158.816431
693.726088,107,4162.284593
458.153686,96,4165.652623
2265.406744,364,4176.460633
4471.782761,548,4192.475005
787.655718,126,4196.402919
830.39362,187,4201.96793
620.599818,91,4204.976305
691.522979,136,4209.201893
926.387683,182,4214.646582
287.533507,66,4216.998561
466.230225,79,4219.610552
2856.093883,432,4231.943253
287.402058,49,4233.733739
743.020149,127,4237.698138
6884.087349,1001,4265.359315
1543.53035,264,4273.035684
343.018479,88,4275.939897
986.900743,192,4281.672571
1104.186983,219,4288.15606
1746.166002,299,4296.872164
603.759262,125,4300.727905
5041.105772,651,4319.299256
1209.571072,257,4326.760615
2274.704664,339,4336.395078
5131.865786,696,4355.777702
903.591324,169,4360.827211
2977.986738,425,4372.962004
1873.827069,335,4382.310044
506.519138,118,4386.013911
1824.857973,309,4394.771502
2639.234076,380,4405.454809
577.368343,92,4408.439127
821.469457,174,4413.647818
1598.107359,276,4421.483472
1092.780595,204,4427.484372
451.904026,78,4430.048731
2121.178579,310,4438.842262
631.623865,119,4442.585803
390.00263,77,4445.147449
531.29579,135,4449.241542
2039.598881,333,4458.771692
2650.045558,348,4469.397876
3087.122921,437,4481.676712
1398.827172,212,4487.936033
5976.894077,1001,4516.08215
3474.011655,498,4530.308613
4869.031401,590,4546.628648
619.939413,146,4551.275307
1658.269435,265,4560.170977
1571.872013,232,4566.760669
6450.523503,893,4592.939442
657.991478,112,4596.511849
4913.911227,646,4614.484117
1819.540432,238,4621.528353
5416.566075,783,4642.896938
1242.487195,169,4648.060662
2663.949326,347,4658.200547
6588.558954,903,4684.224692
6849.200291,820,4706.650722
6777.22877,1001,4734.186356
482.740723,72,4736.720004
2396.000265,332,4746.033926
1049.334197,147,4750.439496
460.902524,68,4752.758088
