#{"t_start": 1701198722.707686, "env_id": "None"}
r,l,t
4806.539271,968,4.952326
4455.765858,1001,9.627918
5901.883868,1001,14.343683
1954.935555,400,16.503915
4236.190245,825,20.450434
5114.303373,1001,25.195232
4864.284175,1001,29.89046
4441.516164,1001,34.584702
4411.508327,1001,39.255929
2729.969702,734,42.852956
5443.591617,1001,47.589826
4871.149298,1001,73.540301
1480.950203,330,82.968183
894.202559,174,88.201457
335.163376,91,91.134773
413.560911,96,94.390078
520.1317,97,97.571342
299.582817,51,99.467217
1654.066468,288,107.78736
163.897599,59,109.935872
382.145024,106,113.33841
378.932635,101,116.578218
1256.239362,246,124.197779
438.185561,105,127.646017
182.508876,37,129.219112
541.147012,123,133.165071
524.080405,153,137.807934
202.25472,43,139.544139
349.641679,98,142.860271
123.91064,32,144.22953
254.912933,42,145.929012
2147.438466,443,158.421778
1043.689606,229,165.279001
394.990871,89,168.2475
255.692473,87,171.191721
1056.523557,199,177.116763
1905.002614,467,190.399226
259.504552,42,192.090431
544.861897,123,195.903459
645.852169,156,200.67499
1793.050302,423,212.871722
252.973317,62,215.064774
2985.717201,702,234.399106
550.861725,145,238.833195
1960.990166,532,253.723257
388.588222,64,255.933445
3984.449896,722,276.140142
848.431163,225,282.849993
912.936001,203,288.915547
1974.394994,393,300.252331
364.133034,136,304.567964
788.495687,271,313.023583
1515.217955,365,323.420002
2023.484237,329,332.716706
202.444635,32,334.039269
625.405279,112,337.64311
1051.794467,183,343.236095
1097.740796,210,349.461299
1387.645553,257,356.972511
548.266398,120,360.684063
568.948318,82,363.425677
1852.173693,374,373.962266
706.258419,124,377.933529
309.733178,51,379.861345
239.926749,44,381.55566
1343.292748,218,387.972648
1449.076688,314,396.95379
480.716038,85,399.651083
1149.956783,215,405.992634
771.515396,157,410.775886
127.029531,20,411.808045
869.088264,171,416.89644
546.197446,112,420.41679
209.339887,55,422.443267
822.166224,177,427.690632
1356.827716,239,434.650406
229.361505,39,436.243342
718.353965,182,441.62493
1931.442579,320,450.742548
811.34688,184,456.270725
1153.440862,228,462.96594
922.938455,149,467.445905
1377.324362,237,474.335037
1911.687689,336,484.524665
1826.188919,400,497.33415
740.095527,138,502.885592
1329.908563,296,512.367282
522.863293,148,517.369938
651.794561,148,522.825423
279.874204,48,524.990663
1453.987333,295,535.131459
1436.538693,215,542.877145
526.934859,168,548.926607
1039.328956,245,557.578333
5194.012541,1001,594.574921
4675.424989,1001,628.044551
1541.622616,418,643.310126
