#{"t_start": 1700739269.430358, "env_id": "None"}
r,l,t
676.387381,253,1272.355409
537.312473,182,1277.723091
3112.909507,1001,1305.020078
2560.026234,1001,1332.36828
2293.555176,813,1354.776818
296.326083,162,1359.629854
2006.921997,704,1378.83851
2472.745112,799,1400.830729
1228.159759,530,1415.627215
1086.178763,557,1431.245453
584.627875,256,1438.776316
171.32831,132,1442.886333
1509.988561,633,1460.395039
419.249829,152,1465.1234
365.180003,208,1471.360719
1499.325719,607,1488.06206
361.131944,216,1494.255499
717.117404,367,1504.648718
437.664351,230,1511.244085
1007.016432,526,1525.514962
1356.985046,508,1539.612268
550.978575,263,1547.304705
724.220038,313,1556.187959
1442.578263,522,1570.521626
357.650489,127,1574.453119
1139.037503,283,1582.479657
1293.775951,520,1596.851309
1052.369304,401,1608.064113
1186.59309,447,1620.606531
559.4426,250,1627.760372
715.683485,313,1636.72445
1475.057759,677,1658.870231
201.593026,87,1661.806446
1183.105061,546,1676.83523
914.932612,419,1688.883205
1581.48699,506,1703.177364
2721.420257,1001,1730.470359
2158.616402,801,1752.801688
1241.798426,400,1764.130037
500.552301,213,1770.279589
356.536494,135,1774.754812
1964.94143,707,1796.03496
661.200046,459,1809.324865
439.696384,263,1816.93894
1723.805204,615,1834.115055
2735.27813,1001,1861.698632
2844.850776,1001,1888.80939
541.51082,205,1894.9434
2868.942123,1001,1922.369159
183.013155,70,1924.79077
2178.950842,898,1949.707156
834.357086,301,1958.384401
864.88106,345,1968.005308
702.900887,302,1976.499503
378.256204,138,1980.727999
854.55311,334,1990.120884
392.480138,222,1996.61359
2330.389608,641,2014.349159
254.398625,156,2019.118413
808.883579,208,2025.242043
1164.937675,415,2036.918807
143.154269,40,2038.489178
497.320479,175,2043.64959
639.363405,202,2049.566767
297.878205,157,2054.358794
969.517671,338,2063.995795
2580.351784,838,2087.112983
979.922621,316,2096.055027
132.959218,62,2098.25385
73.670457,35,2099.686895
302.260085,145,2104.125078
292.846962,152,2108.679858
2922.2436,866,2132.55745
1357.905304,430,2144.750073
356.502005,129,2148.695943
2024.213721,724,2168.661606
738.49355,199,2174.52593
567.344347,228,2181.043545
469.422596,132,2185.02549
1418.402686,507,2199.064967
513.320926,200,2204.901357
831.198914,343,2214.465785
142.926395,109,2217.891233
529.515869,258,2225.278947
502.448287,219,2231.729781
1119.979351,547,2249.048847
2778.074044,991,2277.467885
275.98859,116,2281.158018
187.540126,73,2283.57672
602.839221,208,2289.674747
618.980631,234,2296.564287
350.737841,127,2300.670464
558.060547,276,2308.702981
895.041314,316,2317.822118
276.372508,137,2322.058418
589.638111,259,2329.573861
3662.774793,1001,2357.030474
1421.852164,486,2370.494312
595.187801,247,2377.633829
1233.219349,403,2389.074244
2188.415032,561,2404.796346
2009.205627,607,2421.695239
1434.528725,479,2434.944818
1521.035479,388,2445.802047
3747.61922,847,2469.14468
2896.534546,828,2491.988587
435.022589,120,2495.728586
1130.687335,292,2504.040357
456.50026,141,2508.333881
617.332194,144,2512.694226
535.375237,114,2516.380399
1467.898702,318,2525.447159
132.482818,58,2527.510801
318.110882,76,2530.091903
466.549744,107,2533.51575
874.443579,260,2541.096477
1079.670083,298,2549.547876
647.455831,161,2554.429822
909.679585,239,2561.495924
1740.923638,459,2574.388536
1944.022643,540,2589.459239
958.229391,222,2595.845491
686.021629,185,2601.263004
1101.754837,302,2609.806716
946.003565,236,2616.581606
2662.527217,746,2637.294599
1876.260272,597,2653.914704
2073.088197,568,2669.608222
1500.128729,463,2682.614374
729.047303,262,2690.155638
1166.618141,330,2699.601378
2576.218615,1001,2727.349753
2424.545519,692,2746.578342
251.263274,61,2748.698904
925.174244,265,2756.296682
438.034915,100,2759.392398
910.175279,219,2765.853346
2407.256738,780,2787.428612
574.876926,127,2791.303536
1831.771628,463,2804.333334
1036.466347,240,2811.232883
1061.724469,209,2817.403939
3337.59118,763,2838.354041
1117.744052,257,2847.322255
918.756781,224,2855.507367
2044.543113,568,2871.573278
897.963961,256,2878.848095
216.655688,52,2880.704137
327.402274,89,2883.644691
1231.977611,291,2891.92946
830.5738,183,2897.305367
1399.636293,376,2907.835031
1411.248831,363,2918.106133
643.901584,164,2922.945221
1548.879943,363,2933.076129
443.991395,109,2936.484293
859.894995,209,2942.454573
3724.007636,1001,2969.90517
754.87154,142,2974.324006
464.171439,97,2977.462611
225.035768,48,2979.248061
219.271878,72,2981.714412
757.687613,194,2987.347462
702.965234,132,2991.347225
1362.991162,272,2999.046096
841.527486,167,3004.061209
1339.188317,323,3013.082714
2473.186715,513,3027.158428
608.27134,177,3032.383
1159.879995,253,3039.954903
2092.8172,587,3056.122227
554.987677,155,3060.785841
1538.536637,342,3070.345283
3229.933936,868,3094.014955
329.729044,74,3096.449604
262.213854,57,3098.55568
536.088138,113,3102.042036
593.195787,105,3105.382894
934.828468,223,3111.86599
143.707423,37,3113.44049
506.708396,114,3117.01264
321.737688,70,3119.389735
594.341843,105,3122.739702
930.606258,193,3128.335487
1178.672624,262,3135.927536
341.933259,71,3138.270321
1123.534735,245,3145.41516
993.862855,214,3151.692187
270.04202,65,3154.124678
584.792281,136,3158.253433
341.429297,63,3160.429334
216.634723,44,3162.102445
829.153281,183,3167.465204
436.537858,121,3171.21066
1720.480242,416,3182.930923
496.200124,109,3186.336818
480.925233,99,3189.514321
853.277133,207,3195.587445
3664.675654,870,3219.334764
719.331471,204,3225.321753
1221.598453,243,3232.278152
1071.259901,244,3239.300117
694.822587,137,3243.445036
2721.523287,699,3262.445308
1466.032204,341,3272.1496
1786.397096,431,3284.074718
807.474176,161,3288.916783
670.766712,127,3292.704077
1025.634955,205,3298.690097
348.843213,83,3301.375916
2293.974086,569,3317.182221
749.504656,174,3322.387301
3242.921702,862,3345.79079
2280.610607,617,3362.563944
1628.5035,405,3373.970447
4039.613844,1000,3401.197656
926.001053,193,3406.917363
507.778775,103,3410.204574
2969.622811,754,3431.019965
608.93834,131,3435.089088
591.490295,124,3438.926824
1698.651683,329,3451.213123
3868.160987,1001,3479.342681
3992.822385,909,3504.402765
1057.736527,200,3512.172907
1023.153636,222,3521.45331
3078.939282,716,3544.580651
2149.08151,452,3559.968159
762.442189,141,3564.773724
2066.687503,422,3578.958174
5004.38628,1001,3618.217121
2955.337837,621,3640.491895
2358.013227,528,3656.949098
3141.356149,611,3675.532519
3706.061277,891,3701.841721
5331.302078,1001,3731.830792
5321.450906,1001,3761.452551
4295.326757,841,3785.921215
5160.111861,1001,3818.002801
5441.184197,1001,3853.392188
5458.201017,1001,3887.624377
5235.582659,1001,3916.475611
5307.254126,1001,3945.144933
5548.490614,1001,3973.171005
5555.076234,1001,4000.917531
5548.846964,1001,4033.168227
2039.426984,447,4051.025925
1269.546724,378,4067.327938
3844.951415,1001,4107.754242
2358.04861,531,4132.354601
1057.579277,292,4146.514745
1387.881881,346,4162.999006
297.079095,54,4166.923511
743.831539,172,4175.006904
446.764187,131,4181.429737
2681.189168,610,4223.721661
4857.69252,1001,4290.146052
4228.789411,1001,4323.966666
5098.150196,1001,4356.552922
5643.386912,1001,4387.190852
574.898866,123,4391.305746
1760.388493,319,4401.618839
4561.765626,932,4433.965206
4352.524054,931,4465.679063
1844.097643,402,4480.150729
393.724173,99,4484.659954
3617.722945,627,4506.488161
3793.404665,856,4536.493093
659.484381,146,4542.507015
490.104299,118,4547.007014
379.228317,71,4549.733722
2122.178839,536,4569.385861
1010.253675,275,4578.091977
5757.348871,1001,4608.032118
2563.981819,541,4625.211308
1000.744177,177,4631.062334
1191.140144,227,4639.153978
2476.022856,616,4663.821192
3346.995456,584,4681.927463
5013.008197,1001,4711.504602
5512.556348,1001,4744.079664
1735.299303,324,4754.744097
5040.911697,1001,4786.265789
5291.192213,1001,4818.175511
5775.881863,1001,4851.817359
2328.15037,399,4865.932627
5987.937541,1001,4898.047451
4548.333376,847,4925.339147
5062.300442,1001,4958.740743
1140.906834,187,4965.431414
5384.217038,1001,4995.874176
1358.828957,283,5004.46999
2041.299783,398,5015.778495
6100.241692,1001,5043.175235
3981.785273,762,5064.031537
6200.172517,1001,5091.876095
5940.834627,1001,5119.25821
6201.561031,1001,5146.802085
5991.757495,1001,5174.164885
6200.361994,1001,5201.637429
5780.051989,1001,5229.151962
5964.082478,1001,5260.419418
6260.859626,1001,5288.341788
5850.322289,1001,5316.300109
5714.296308,1001,5344.179492
6034.556862,1001,5371.462855
6165.1907,1001,5399.170835
6054.340283,1001,5426.810943
6191.764324,1001,5454.249594
5517.841354,1001,5481.402048
5376.249506,1001,5509.075569
6257.938545,1001,5536.653289
6124.155971,1001,5564.248561
6126.232742,1001,5591.731698
6351.488671,1001,5619.29621
6016.821721,1001,5646.642686
6168.667978,1001,5673.935436
6388.498988,1001,5701.320058
6102.216423,1001,5728.566364
6250.96599,1001,5756.071784
5949.824721,1001,5783.120489
5928.087999,1001,5810.437354
6072.207005,1001,5837.736102
5641.318928,1001,5868.520124
5656.727227,1001,5895.689554
5516.826125,1001,5922.699384
5603.295051,1001,5949.763065
5784.21109,1001,5977.122142
5451.991319,1001,6004.524321
4506.060708,871,6028.471292
5157.54306,1001,6062.235126
5218.025116,1001,6112.650406
5572.518711,1001,6180.945168
5583.554638,1001,6220.479952
5719.430788,1001,6250.722034
5218.085871,1001,6279.269663
5038.101582,1001,6311.431054
5537.828917,1001,6342.82076
4152.731361,1001,6375.176984
5410.105341,1001,6406.45865
