#{"t_start": 1700873700.3810604, "env_id": "None"}
r,l,t
2753.357231,1001,5.746491
4254.479711,1001,11.060318
3339.715302,1001,16.703313
2825.753289,1001,22.244124
642.625142,233,23.816568
3836.090791,1001,29.1444
3564.642772,1001,34.416359
2928.168193,1001,39.752923
3075.548915,1001,45.115349
2588.350762,922,50.22989
1267.998178,554,53.298053
2938.718149,957,74.295744
2568.091468,1001,102.202916
522.090234,229,108.898164
403.67136,131,113.021225
335.424544,114,116.647531
476.375209,203,122.630896
677.448594,240,129.625417
216.746525,54,131.774411
209.262122,83,134.540381
203.34803,46,136.261567
297.592536,102,139.531431
993.063382,193,145.455932
1303.649985,409,157.094234
647.225079,240,164.176335
1146.947288,420,176.367609
963.744453,283,184.488863
682.561499,250,191.928966
1213.046619,334,201.511478
728.078986,196,207.365901
532.915755,106,210.764495
2075.299083,497,227.638598
935.280687,234,234.574912
193.666581,69,236.97989
537.497339,139,241.330723
191.604564,121,245.12239
270.977984,175,250.367612
267.365912,90,253.276845
162.424117,64,255.518161
889.908941,344,265.221199
363.285163,182,270.662296
5109.453805,1001,298.137093
900.49763,413,310.053593
179.864655,70,312.45187
328.661411,142,316.807614
497.848621,182,322.224722
78.414329,26,323.441956
486.256514,238,330.290218
1667.408919,486,345.310187
1345.624626,489,359.267135
85.953219,24,360.535743
906.682522,393,371.907151
249.577403,69,374.341547
1173.340362,425,386.232753
514.548279,273,394.070298
657.105066,343,403.761398
225.502489,91,406.70102
71.360378,57,408.698678
57.169699,38,410.209424
203.380361,109,413.619957
219.840528,94,416.705717
109.544496,42,418.323747
232.675684,107,421.722514
1494.472044,450,434.524136
178.994139,90,437.849152
71.404531,26,439.048963
1229.539235,358,449.362565
756.364355,278,457.272911
1583.15699,381,468.007011
274.453189,122,471.967346
1413.564505,440,484.450637
300.991398,111,487.93956
1291.992107,385,498.753966
160.962202,48,500.568027
1034.830861,254,507.845571
899.746213,301,516.571449
2199.670841,578,532.473802
656.231227,214,538.682089
1020.703223,350,548.586888
233.337892,64,550.840334
976.698902,283,559.043154
1202.664878,405,570.381783
488.459265,185,575.895852
111.878467,70,578.298504
198.158427,107,581.669488
318.671508,158,586.332126
337.844639,153,591.045506
1028.83883,339,600.682712
333.822091,75,603.224232
1757.515988,455,616.15365
560.265076,203,622.109721
257.349203,135,626.217435
688.599595,262,633.710396
241.499594,102,636.939623
920.966244,358,647.307076
448.588627,134,651.524267
392.154502,183,657.059646
1069.89173,261,664.593514
752.438497,200,670.612432
